Order_ID,Date,Product,Category,Region,Salesperson,Quantity,Unit_Price,Total_Sales
1164,2026-06-11,Monitor,Electronics,West,Vikas,5,16705,83525
1165,2026-07-08,Laptop,Electronics,South,Priya,7,55112,385784
1166,2026-06-12,Laptop,Electronics,North,Anjali,5,68236,341180
1167,2026-03-05,Speaker,Electronics,East,Neha,5,7535,37675
1168,2026-08-29,Monitor,Electronics,West,Vikas,5,12841,64205
1169,2026-01-25,Headphones,Electronics,South,Anjali,10,2609,26090
1170,2026-01-24,Mobile,Electronics,Central,Rohit,10,41378,413780
1171,2026-01-12,Tablet,Electronics,North,Anjali,3,19566,58698
1172,2026-01-18,Laptop,Electronics,South,Rahul,1,56382,56382
1173,2026-01-15,Keyboard,Electronics,Central,Karan,5,1095,5475
1174,2026-08-24,Laptop,Electronics,South,Neha,9,62939,566451
1175,2026-07-27,Smartwatch,Electronics,West,Anjali,1,3304,3304
1176,2026-01-27,Laptop,Electronics,West,Karan,3,58221,174663
1177,2026-03-13,Laptop,Electronics,West,Aman,4,46279,185116
1178,2026-03-01,Mobile,Electronics,North,Aman,1,19083,19083
1179,2026-06-23,Mobile,Electronics,West,Karan,1,29771,29771
1180,2026-08-05,Mouse,Electronics,Central,Karan,8,1703,13624
1181,2026-05-25,Headphones,Electronics,South,Rahul,2,5888,11776
1182,2026-04-03,Keyboard,Electronics,East,Rohit,8,3461,27688
1183,2026-02-22,Laptop,Electronics,Central,Neha,7,60517,423619
1184,2026-01-08,Laptop,Electronics,Central,Priya,10,64063,640630
1185,2026-03-20,Tablet,Electronics,West,Rahul,10,17106,171060
1186,2026-01-27,Mobile,Electronics,North,Rohit,2,36557,73114
1187,2026-06-23,Keyboard,Electronics,South,Karan,6,827,4962
1188,2026-02-19,Speaker,Electronics,North,Priya,6,6331,37986
1189,2026-07-18,Mouse,Electronics,South,Karan,3,1120,3360
1190,2026-05-11,Headphones,Electronics,South,Karan,2,5153,10306
1191,2026-04-03,Monitor,Electronics,North,Aman,1,11186,11186
1192,2026-07-11,Headphones,Electronics,Central,Aman,6,4480,26880
1193,2026-06-21,Smartwatch,Electronics,South,Priya,5,5073,25365
1194,2026-06-30,Laptop,Electronics,North,Rahul,9,57808,520272
1195,2026-01-24,Mouse,Electronics,South,Aman,1,951,951
1196,2026-03-01,Smartwatch,Electronics,East,Neha,7,6533,45731
1197,2026-05-02,Keyboard,Electronics,Central,Karan,5,936,4680
1198,2026-05-11,Monitor,Electronics,West,Vikas,5,9304,46520
1199,2026-05-28,Mobile,Electronics,South,Anjali,2,35752,71504
1200,2026-02-15,Mouse,Electronics,East,Priya,3,1701,5103
1201,2026-01-15,Mouse,Electronics,West,Priya,7,1658,11606
1202,2026-06-02,Laptop,Electronics,West,Aman,6,63925,383550
1203,2026-08-10,Printer,Electronics,South,Rahul,2,25435,50870
1204,2026-07-25,Mouse,Electronics,North,Karan,6,1065,6390
1205,2026-07-18,Tablet,Electronics,South,Neha,2,23633,47266
1206,2026-01-17,Monitor,Electronics,East,Rahul,2,19372,38744
1207,2026-05-06,Monitor,Electronics,West,Rohit,2,16996,33992
1208,2026-08-24,Tablet,Electronics,South,Rohit,3,31458,94374
1209,2026-03-25,Speaker,Electronics,North,Vikas,2,8481,16962
1210,2026-08-16,Tablet,Electronics,South,Aman,4,41751,167004
1211,2026-01-09,Tablet,Electronics,Central,Aman,9,43500,391500
1212,2026-06-15,Monitor,Electronics,North,Aman,6,13475,80850
1213,2026-06-25,Headphones,Electronics,East,Vikas,1,1240,1240
1214,2026-07-07,Monitor,Electronics,West,Rohit,8,15184,121472
1215,2026-03-04,Printer,Electronics,South,Rahul,7,29180,204260
1216,2026-08-02,Laptop,Electronics,North,Vikas,10,68525,685250
1217,2026-04-27,Smartwatch,Electronics,Central,Vikas,3,4122,12366
1218,2026-05-10,Headphones,Electronics,North,Rahul,1,1541,1541
1219,2026-03-29,Mobile,Electronics,Central,Aman,5,52760,263800
1220,2026-03-13,Smartwatch,Electronics,East,Neha,4,3145,12580
1221,2026-05-19,Laptop,Electronics,West,Rahul,10,74402,744020
1222,2026-03-05,Printer,Electronics,East,Rohit,8,11263,90104
1223,2026-07-24,Printer,Electronics,South,Priya,1,21060,21060
1224,2026-07-28,Mobile,Electronics,North,Karan,10,20646,206460
1225,2026-03-13,Headphones,Electronics,Central,Priya,1,4153,4153
1226,2026-01-21,Speaker,Electronics,Central,Anjali,4,11400,45600
1227,2026-01-18,Tablet,Electronics,North,Anjali,8,26664,213312
1228,2026-08-10,Headphones,Electronics,North,Vikas,5,4169,20845
1229,2026-03-05,Speaker,Electronics,South,Karan,2,4528,9056
1230,2026-03-23,Printer,Electronics,East,Priya,6,26065,156390
1231,2026-04-20,Monitor,Electronics,Central,Neha,5,11629,58145
1232,2026-08-27,Laptop,Electronics,South,Aman,2,65609,131218
1233,2026-04-05,Mobile,Electronics,East,Rohit,3,47835,143505
1234,2026-06-15,Laptop,Electronics,South,Anjali,9,50941,458469
1235,2026-02-01,Keyboard,Electronics,Central,Neha,7,2086,14602
1236,2026-01-11,Keyboard,Electronics,North,Rohit,7,1392,9744
1237,2026-02-14,Headphones,Electronics,North,Rohit,6,4563,27378
1238,2026-08-05,Printer,Electronics,East,Aman,8,28874,230992
1239,2026-02-02,Printer,Electronics,West,Karan,4,20081,80324
1240,2026-04-12,Tablet,Electronics,East,Vikas,8,35508,284064
1241,2026-06-18,Tablet,Electronics,West,Priya,4,39724,158896
1242,2026-05-16,Tablet,Electronics,South,Aman,8,35234,281872
1243,2026-01-11,Monitor,Electronics,South,Neha,9,14819,133371
1244,2026-08-02,Smartwatch,Electronics,Central,Vikas,3,11828,35484
1245,2026-06-28,Mouse,Electronics,West,Neha,3,586,1758
1246,2026-03-29,Smartwatch,Electronics,Central,Vikas,2,13546,27092
1247,2026-02-10,Laptop,Electronics,North,Karan,10,70826,708260
1248,2026-05-25,Smartwatch,Electronics,West,Anjali,3,3833,11499
1249,2026-03-17,Monitor,Electronics,East,Neha,3,10711,32133
1250,2026-05-01,Laptop,Electronics,North,Aman,5,49853,249265
1251,2026-02-15,Smartwatch,Electronics,North,Vikas,5,8712,43560
1252,2026-06-09,Monitor,Electronics,East,Vikas,2,15715,31430
1253,2026-07-26,Mouse,Electronics,North,Rohit,10,1150,11500
1254,2026-03-21,Smartwatch,Electronics,West,Rohit,6,4262,25572
1255,2026-02-23,Monitor,Electronics,Central,Rahul,5,23850,119250
1256,2026-03-27,Tablet,Electronics,North,Neha,6,27112,162672
1257,2026-04-02,Printer,Electronics,West,Rohit,1,19652,19652
1258,2026-05-28,Tablet,Electronics,South,Rahul,5,21122,105610
1259,2026-06-10,Printer,Electronics,West,Anjali,9,7481,67329
1260,2026-07-21,Mobile,Electronics,Central,Anjali,10,44921,449210
1261,2026-06-17,Mobile,Electronics,West,Rohit,2,52385,104770
1262,2026-06-09,Mobile,Electronics,East,Neha,1,13524,13524
1263,2026-08-30,Mouse,Electronics,Central,Vikas,10,472,4720
1264,2026-04-07,Tablet,Electronics,South,Priya,9,30048,270432
1265,2026-01-02,Printer,Electronics,East,Karan,10,9343,93430
1266,2026-08-13,Monitor,Electronics,West,Neha,9,13136,118224
1267,2026-02-02,Laptop,Electronics,Central,Karan,9,67144,604296
1268,2026-08-21,Monitor,Electronics,South,Aman,6,9240,55440
1269,2026-07-24,Laptop,Electronics,East,Anjali,8,45060,360480
1270,2026-06-07,Keyboard,Electronics,South,Rohit,1,1638,1638
1271,2026-06-10,Monitor,Electronics,West,Rohit,10,20312,203120
1272,2026-03-18,Smartwatch,Electronics,South,Karan,4,10470,41880
1273,2026-04-26,Smartwatch,Electronics,North,Vikas,1,14918,14918
1274,2026-06-03,Headphones,Electronics,East,Karan,8,4769,38152
1275,2026-05-30,Tablet,Electronics,South,Aman,1,16252,16252
1276,2026-04-13,Laptop,Electronics,West,Vikas,3,65587,196761
1277,2026-07-13,Laptop,Electronics,West,Aman,4,53363,213452
1278,2026-06-15,Tablet,Electronics,South,Priya,8,24650,197200
1279,2026-04-13,Mouse,Electronics,West,Anjali,6,501,3006
1280,2026-03-31,Headphones,Electronics,Central,Rohit,10,7867,78670
1281,2026-06-23,Mouse,Electronics,Central,Rohit,7,674,4718
1282,2026-05-02,Mouse,Electronics,Central,Priya,8,1467,11736
1283,2026-08-30,Mouse,Electronics,North,Rahul,2,1216,2432
1284,2026-05-23,Tablet,Electronics,South,Anjali,10,18004,180040
1285,2026-08-14,Mouse,Electronics,North,Vikas,8,1440,11520
1286,2026-04-16,Smartwatch,Electronics,West,Priya,3,2829,8487
1287,2026-04-29,Mobile,Electronics,North,Vikas,7,48408,338856
1288,2026-06-21,Keyboard,Electronics,West,Karan,3,2220,6660
1289,2026-02-18,Laptop,Electronics,West,Neha,7,69366,485562
1290,2026-04-14,Laptop,Electronics,East,Rohit,2,65491,130982
1291,2026-07-22,Keyboard,Electronics,Central,Vikas,10,2041,20410
1292,2026-03-02,Tablet,Electronics,West,Aman,6,26855,161130
1293,2026-07-14,Monitor,Electronics,East,Vikas,3,8338,25014
1294,2026-05-03,Tablet,Electronics,Central,Neha,3,20895,62685
1295,2026-05-14,Laptop,Electronics,West,Anjali,9,57254,515286
1296,2026-01-09,Laptop,Electronics,West,Rohit,7,64092,448644
1297,2026-01-06,Keyboard,Electronics,North,Karan,5,2450,12250
1298,2026-03-14,Mouse,Electronics,North,Priya,10,773,7730
1299,2026-04-13,Tablet,Electronics,Central,Karan,7,22119,154833
1300,2026-08-11,Printer,Electronics,West,Neha,9,12319,110871
1301,2026-06-09,Keyboard,Electronics,South,Rohit,1,3213,3213
1302,2026-02-10,Smartwatch,Electronics,North,Vikas,7,7887,55209
1303,2026-04-24,Laptop,Electronics,Central,Anjali,6,56918,341508
1304,2026-07-23,Keyboard,Electronics,West,Rahul,10,1188,11880
1305,2026-01-08,Tablet,Electronics,West,Anjali,9,39428,354852
1306,2026-03-13,Laptop,Electronics,South,Rahul,1,58849,58849
1307,2026-06-27,Monitor,Electronics,Central,Aman,4,12873,51492
1308,2026-04-02,Keyboard,Electronics,West,Anjali,9,1739,15651
1309,2026-03-03,Headphones,Electronics,North,Rohit,4,6006,24024
1310,2026-03-25,Laptop,Electronics,South,Rahul,10,53592,535920
1311,2026-03-03,Tablet,Electronics,Central,Priya,3,27182,81546
1312,2026-04-21,Mobile,Electronics,South,Rohit,9,34297,308673
1313,2026-05-07,Printer,Electronics,North,Priya,2,26541,53082
1314,2026-01-07,Speaker,Electronics,Central,Anjali,4,1890,7560
1315,2026-07-22,Mouse,Electronics,South,Priya,6,734,4404
1316,2026-03-25,Speaker,Electronics,East,Rahul,2,10320,20640
1317,2026-07-27,Tablet,Electronics,North,Rohit,8,39070,312560
1318,2026-05-12,Smartwatch,Electronics,North,Vikas,8,6732,53856
1319,2026-05-14,Smartwatch,Electronics,North,Neha,1,13622,13622
1320,2026-02-27,Mobile,Electronics,East,Rahul,3,27023,81069
1321,2026-01-22,Mouse,Electronics,East,Rahul,10,1226,12260
1322,2026-06-03,Headphones,Electronics,West,Vikas,9,6022,54198
1323,2026-05-07,Mobile,Electronics,South,Rohit,5,46268,231340
1324,2026-01-03,Speaker,Electronics,West,Rohit,6,8237,49422
1325,2026-05-07,Mobile,Electronics,South,Karan,4,48062,192248
1326,2026-02-10,Speaker,Electronics,East,Anjali,10,6585,65850
1327,2026-07-07,Laptop,Electronics,East,Priya,2,63803,127606
1328,2026-04-16,Smartwatch,Electronics,West,Anjali,8,11626,93008
1329,2026-01-14,Laptop,Electronics,Central,Vikas,6,64426,386556
1330,2026-07-22,Printer,Electronics,West,Anjali,5,11497,57485
1331,2026-07-29,Mouse,Electronics,South,Vikas,9,1014,9126
1332,2026-01-12,Headphones,Electronics,West,Rohit,1,6592,6592
1333,2026-03-28,Speaker,Electronics,North,Priya,5,9193,45965
1334,2026-01-12,Headphones,Electronics,South,Anjali,6,2382,14292
1335,2026-05-21,Speaker,Electronics,South,Rahul,5,4723,23615
1336,2026-01-25,Tablet,Electronics,Central,Aman,6,38522,231132
1337,2026-02-14,Mobile,Electronics,East,Karan,6,47435,284610
1338,2026-08-31,Printer,Electronics,South,Neha,7,20409,142863
1339,2026-05-02,Smartwatch,Electronics,East,Rahul,4,2630,10520
1340,2026-05-27,Speaker,Electronics,West,Rohit,8,4483,35864
1341,2026-02-24,Headphones,Electronics,North,Neha,7,5478,38346
1342,2026-08-26,Printer,Electronics,Central,Aman,9,19651,176859
1343,2026-04-10,Monitor,Electronics,East,Aman,7,16230,113610
1344,2026-06-22,Monitor,Electronics,South,Priya,3,14640,43920
1345,2026-05-16,Laptop,Electronics,East,Neha,3,56779,170337
1346,2026-08-09,Smartwatch,Electronics,South,Priya,8,7968,63744
1347,2026-04-29,Tablet,Electronics,East,Rahul,5,30317,151585
1348,2026-02-22,Headphones,Electronics,South,Vikas,4,2120,8480
1349,2026-07-02,Mobile,Electronics,West,Vikas,8,19564,156512
1350,2026-02-01,Mobile,Electronics,South,Vikas,6,39345,236070
1351,2026-02-20,Headphones,Electronics,South,Neha,2,5311,10622
1352,2026-02-13,Mouse,Electronics,North,Vikas,4,892,3568
1353,2026-03-23,Tablet,Electronics,South,Rahul,4,28737,114948
1354,2026-07-17,Printer,Electronics,North,Priya,6,16323,97938
1355,2026-05-26,Speaker,Electronics,Central,Neha,6,10002,60012
1356,2026-07-30,Mouse,Electronics,North,Priya,1,1138,1138
1357,2026-05-30,Speaker,Electronics,West,Neha,8,4741,37928
1358,2026-02-06,Speaker,Electronics,North,Priya,6,2045,12270
1359,2026-04-06,Mouse,Electronics,Central,Aman,3,813,2439
1360,2026-02-25,Laptop,Electronics,West,Priya,9,49346,444114
1361,2026-04-15,Monitor,Electronics,East,Vikas,2,17996,35992
1362,2026-02-28,Speaker,Electronics,East,Aman,8,5310,42480
1363,2026-05-11,Mouse,Electronics,North,Priya,10,1462,14620
1364,2026-06-05,Mouse,Electronics,North,Neha,3,1213,3639
1365,2026-07-21,Keyboard,Electronics,Central,Neha,5,728,3640
1366,2026-08-31,Laptop,Electronics,Central,Karan,6,74629,447774
1367,2026-02-04,Smartwatch,Electronics,South,Neha,10,4532,45320
1368,2026-07-08,Keyboard,Electronics,Central,Rohit,6,1176,7056
1369,2026-04-03,Keyboard,Electronics,South,Rahul,4,1017,4068
1370,2026-07-01,Headphones,Electronics,West,Neha,3,1444,4332
1371,2026-07-10,Monitor,Electronics,North,Aman,4,20984,83936
1372,2026-07-26,Mouse,Electronics,West,Karan,1,671,671
1373,2026-04-07,Monitor,Electronics,Central,Neha,4,18616,74464
1374,2026-05-15,Tablet,Electronics,West,Rohit,1,19361,19361
1375,2026-03-17,Headphones,Electronics,West,Vikas,1,2120,2120
1376,2026-02-18,Smartwatch,Electronics,West,Aman,10,10690,106900
1377,2026-04-04,Monitor,Electronics,Central,Rohit,6,11430,68580
1378,2026-08-01,Mobile,Electronics,West,Vikas,5,24676,123380
1379,2026-06-08,Speaker,Electronics,South,Anjali,4,5260,21040
1380,2026-07-05,Tablet,Electronics,Central,Anjali,3,17050,51150
1381,2026-07-08,Laptop,Electronics,West,Aman,1,56692,56692
1382,2026-01-24,Smartwatch,Electronics,Central,Priya,6,3665,21990
1383,2026-05-28,Tablet,Electronics,East,Rahul,2,39951,79902
1384,2026-02-06,Speaker,Electronics,South,Karan,8,3533,28264
1385,2026-01-04,Headphones,Electronics,West,Rahul,10,7667,76670
1386,2026-08-08,Speaker,Electronics,East,Rohit,5,1645,8225
1387,2026-04-18,Keyboard,Electronics,East,Vikas,7,2681,18767
1388,2026-05-06,Speaker,Electronics,Central,Rahul,10,5888,58880
1389,2026-01-20,Keyboard,Electronics,East,Vikas,2,1131,2262
1390,2026-07-07,Headphones,Electronics,South,Vikas,8,1904,15232
1391,2026-06-01,Printer,Electronics,South,Rohit,2,21286,42572
1392,2026-02-19,Keyboard,Electronics,North,Rohit,4,3332,13328
1393,2026-06-26,Laptop,Electronics,South,Rohit,1,49494,49494
1394,2026-06-28,Speaker,Electronics,East,Rahul,5,9556,47780
1395,2026-04-06,Speaker,Electronics,South,Anjali,9,9011,81099
1396,2026-04-15,Laptop,Electronics,Central,Rohit,1,54155,54155
1397,2026-06-13,Mobile,Electronics,North,Karan,9,43883,394947
1398,2026-04-27,Mouse,Electronics,East,Rahul,8,586,4688
1399,2026-04-08,Printer,Electronics,North,Rohit,6,17233,103398
